pr_url,repo_full_name,repo_url,pr_title,repo_stars,changed_files,merged_at,terms_found
https://github.com/department-of-veterans-affairs/vets-website/pull/24456,department-of-veterans-affairs/vets-website,https://github.com/department-of-veterans-affairs/vets-website,54747 ds web component forms library integration,277,54,2023-06-06T18:18:36Z,flaky test
https://github.com/MetaMask/metamask-extension/pull/19487,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension,fix(e2e): flaky test-e2e-chrome on add-custom-network.spec.js,13100,1,2023-06-07T18:09:07Z,flaky test
https://github.com/apache/pouchdb/pull/8652,apache/pouchdb,https://github.com/apache/pouchdb,test.viewadapter: only run for expected adapters,17573,1,2023-06-14T18:37:06Z,race condition
https://github.com/MetaMask/metamask-extension/pull/19507,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension,Reduce e2e test flakiness,13100,2,2023-06-08T17:04:48Z,race condition
https://github.com/vercel/next.js/pull/51105,vercel/next.js,https://github.com/vercel/next.js,Fix race condition with publish,138620,5,2023-06-10T21:05:27Z,race condition
https://github.com/MTES-MCT/monitorfish/pull/2180,MTES-MCT/monitorfish,https://github.com/MTES-MCT/monitorfish,[Missions] Ajout de champs bloquants,40,17,2023-06-13T13:32:10Z,race condition | event race
https://github.com/duckduckgo/content-scope-scripts/pull/571,duckduckgo/content-scope-scripts,https://github.com/duckduckgo/content-scope-scripts,Make duck player page more resilient to race conditions on macOS,66,8,2023-06-14T15:17:34Z,race condition
https://github.com/ampproject/amphtml/pull/39123,ampproject/amphtml,https://github.com/ampproject/amphtml,❄️ Disable flaky test `should restrict fullscreen until user interaction` in amp-consent,14915,1,2023-06-07T19:31:54Z,flaky test
https://github.com/MetaMask/metamask-extension/pull/19531,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension,feature(19463): fix send-eth flaky test and refactor,13100,7,2023-06-09T14:01:13Z,flaky test
https://github.com/elementor/elementor/pull/22718,elementor/elementor,https://github.com/elementor/elementor,Internal: Fix flaky PW tests [ED-10774],6810,5,2023-06-13T14:45:26Z,flaky test
https://github.com/alphagov/govuk-frontend/pull/3807,alphagov/govuk-frontend,https://github.com/alphagov/govuk-frontend,Fix flaky tests with debounce timeouts,1379,2,2023-06-14T11:52:08Z,flaky test
https://github.com/snowflakedb/snowflake-connector-nodejs/pull/534,snowflakedb/snowflake-connector-nodejs,https://github.com/snowflakedb/snowflake-connector-nodejs,SNOW-831683: Fix flaky test,141,7,2023-06-21T07:50:07Z,flaky test
https://github.com/scality/backbeat/pull/2423,scality/backbeat,https://github.com/scality/backbeat,BB-420: fix conductor race condition,58,2,2023-06-16T18:30:35Z,race condition
https://github.com/CesiumGS/cesium/pull/11360,CesiumGS/cesium,https://github.com/CesiumGS/cesium,Fix crash with hidden 3D Tileset in CZML,15076,3,2023-06-16T22:31:36Z,race condition
https://github.com/Kong/insomnia/pull/6043,Kong/insomnia,https://github.com/Kong/insomnia,make all migration functions non-async,38249,34,2023-06-27T18:46:44Z,race condition
https://github.com/WordPress/gutenberg/pull/51517,WordPress/gutenberg,https://github.com/WordPress/gutenberg,Migrate block hierarchy navigation tests to Playwright,11602,3,2023-06-15T06:22:03Z,flaky test
https://github.com/adobe/aem-core-forms-components/pull/712,adobe/aem-core-forms-components,https://github.com/adobe/aem-core-forms-components,"Forms 9357  added cleanTitle test command which deletes residual title components from previous tests, separate command needed because we can't delete by exact editPath in case of title component, we delete by matching startsWith in string...",34,3,2023-06-21T07:56:18Z,flaky test
