pr_url,repo_full_name,repo_url,pr_title,repo_stars,changed_files,merged_at,terms_found
https://github.com/thedotmack/claude-mem/pull/70,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,Fix project filter synchronization issues in viewer UI,45429,15,2025-11-08T01:28:12Z,race condition
https://github.com/FlowFuse/flowfuse/pull/6279,FlowFuse/flowfuse,https://github.com/FlowFuse/flowfuse,Add Transaction to Team Owner removal,380,2,2025-11-11T10:18:07Z,race condition
https://github.com/kiwix/kiwix-js/pull/1392,kiwix/kiwix-js,https://github.com/kiwix/kiwix-js,Make Gutenberg test more robust,427,1,2025-11-09T21:25:43Z,race condition
https://github.com/sveltejs/svelte/pull/17132,sveltejs/svelte,https://github.com/sveltejs/svelte,fix: don't deactivate other batches,86160,5,2025-11-11T05:55:14Z,race condition
https://github.com/Zaki-1052/GPTPortal/pull/43,Zaki-1052/GPTPortal,https://github.com/Zaki-1052/GPTPortal,Find and fix bug in codebase,401,1,2025-11-10T06:14:55Z,race condition
https://github.com/Tiarin-Hino/ability-draft-plus/pull/67,Tiarin-Hino/ability-draft-plus,https://github.com/Tiarin-Hino/ability-draft-plus,Add preferred resolution saving and fix logger shutdown error,22,7,2025-11-10T13:25:34Z,race condition
https://github.com/parse-community/parse-server/pull/9929,parse-community/parse-server,https://github.com/parse-community/parse-server,fix: Race condition can cause multiple Apollo server initializations under load,21388,2,2025-11-17T15:18:40Z,race condition
https://github.com/thedotmack/claude-mem/pull/85,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,feat: Add MCP search server toggle with dedicated API architecture,45429,5,2025-11-10T18:47:25Z,race condition | event race
https://github.com/thedotmack/claude-mem/pull/87,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,Remove PM2 restart logic from hooks to fix race condition with watch mode,45429,7,2025-11-10T21:52:25Z,race condition
https://github.com/0xCUB3/wBlock/pull/155,0xCUB3/wBlock,https://github.com/0xCUB3/wBlock,Migrate all UserDefaults/AppStorage to Protobuf,2395,5,2025-11-10T22:56:36Z,race condition
https://github.com/akash-network/console/pull/2187,akash-network/console,https://github.com/akash-network/console,test: an attempt to fix provider-proxy flaky tests,258,3,2025-11-12T05:10:53Z,flaky test
https://github.com/nwjs/npm-installer/pull/285,nwjs/npm-installer,https://github.com/nwjs/npm-installer,chore(deps): bump the npm group across 1 directory with 6 updates,166,10,2025-11-12T17:25:21Z,race condition
https://github.com/DataDog/dd-trace-js/pull/6834,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js,[test optimization] Improve new cypress flakiness,790,1,2025-11-04T14:30:40Z,flaky test
