pr_url,repo_full_name,repo_url,pr_title,repo_stars,changed_files,merged_at,terms_found
https://github.com/ampproject/amphtml/pull/36639,ampproject/amphtml,https://github.com/ampproject/amphtml,♻️  🏗  Update build-system to build bento components stored in a new directory,14915,27,2022-01-24T23:11:55Z,flaky test
https://github.com/ampproject/amphtml/pull/36644,ampproject/amphtml,https://github.com/ampproject/amphtml,✅ [bento-sidebar] added e2e test,14915,4,2021-10-28T19:32:06Z,flaky test
https://github.com/ampproject/amphtml/pull/36664,ampproject/amphtml,https://github.com/ampproject/amphtml,✅ [bento-vimeo] add e2e test,14915,2,2021-11-02T15:28:06Z,flaky test
https://github.com/ampproject/amphtml/pull/36670,ampproject/amphtml,https://github.com/ampproject/amphtml,fix standalone inline-gallery - expose thumbnail/pagination elements,14915,11,2021-11-04T16:31:11Z,flaky test
https://github.com/avajs/ava/pull/2880,avajs/ava,https://github.com/avajs/ava,Update dependencies and assorted minor changes,20847,45,2021-11-01T14:19:09Z,flaky test
https://github.com/ampproject/amphtml/pull/36688,ampproject/amphtml,https://github.com/ampproject/amphtml,✅ [bento-video-iframe] add e2e test,14915,2,2021-11-02T15:11:22Z,flaky test
https://github.com/ampproject/amphtml/pull/36690,ampproject/amphtml,https://github.com/ampproject/amphtml,✅ [bento-soundcloud] add e2e test,14915,2,2021-11-02T15:11:45Z,flaky test
https://github.com/GoogleCloudPlatform/nodejs-docs-samples/pull/2400,GoogleCloudPlatform/nodejs-docs-samples,https://github.com/GoogleCloudPlatform/nodejs-docs-samples,chore(functions): Move to Node 16 (+ fix flaky tests),2965,8,2022-01-14T02:14:14Z,flaky test
https://github.com/CityOfZion/neon-wallet/pull/2311,CityOfZion/neon-wallet,https://github.com/CityOfZion/neon-wallet,feature: Fixes defects found when QAing deep linking,1017,27,2021-11-05T20:41:51Z,race condition
https://github.com/magento/pwa-studio/pull/3542,magento/pwa-studio,https://github.com/magento/pwa-studio,PWA-2372 Fix 404 page,1086,10,2021-11-12T06:24:22Z,race condition
https://github.com/ampproject/amphtml/pull/36747,ampproject/amphtml,https://github.com/ampproject/amphtml,🚀 [Story performance] Remove media query matcher,14915,6,2021-11-05T18:06:07Z,flaky test
https://github.com/ampproject/amphtml/pull/36751,ampproject/amphtml,https://github.com/ampproject/amphtml,🐛✅ [social-share] fix title and canonical url being passed to share link,14915,6,2021-11-04T20:38:36Z,flaky test
https://github.com/ampproject/amphtml/pull/36794,ampproject/amphtml,https://github.com/ampproject/amphtml,refactor mathml to require consumer to set dimensions,14915,7,2021-11-10T18:52:20Z,flaky test
https://github.com/ampproject/amphtml/pull/36797,ampproject/amphtml,https://github.com/ampproject/amphtml,✨ Pass in JSON-LD data as part of `amp-video-iframe` metadata,14915,3,2021-11-05T17:22:08Z,flaky test
https://github.com/ampproject/amphtml/pull/36801,ampproject/amphtml,https://github.com/ampproject/amphtml,✅[bento-facebook] add e2e test,14915,2,2021-11-08T17:19:11Z,flaky test
https://github.com/kturney/ember-mapbox-gl/pull/115,kturney/ember-mapbox-gl,https://github.com/kturney/ember-mapbox-gl,Test case popup rerender after close,32,2,2021-11-09T18:04:35Z,flaky test
https://github.com/1024pix/pix/pull/3714,1024pix/pix,https://github.com/1024pix/pix,[TECH] Forcer l'ordre de la requête pour éviter les flaky tests (PIX-3822).,278,2,2021-11-09T13:05:12Z,flaky test
https://github.com/ampproject/amphtml/pull/36865,ampproject/amphtml,https://github.com/ampproject/amphtml,Detect if a link[rel=stylesheet] has been SSR'd/installed for an extension,14915,3,2021-11-10T18:05:21Z,flaky test
https://github.com/wordpress-mobile/gutenberg-mobile/pull/4230,wordpress-mobile/gutenberg-mobile,https://github.com/wordpress-mobile/gutenberg-mobile,Release 1.66.0,291,9,2021-11-11T14:35:39Z,race condition
https://github.com/axios/axios/pull/4261,axios/axios,https://github.com/axios/axios,Fixed race condition on immediate requests cancellation,109030,2,2022-05-09T16:12:29Z,race condition
https://github.com/Kitware/vtk-js/pull/2161,Kitware/vtk-js,https://github.com/Kitware/vtk-js,Update test framework,1493,26,2021-11-15T22:08:10Z,race condition
https://github.com/karma-runner/karma/pull/3727,karma-runner/karma,https://github.com/karma-runner/karma,fix: restartOnFileChange option not restarting the test run,11960,4,2021-11-16T21:34:29Z,race condition
https://github.com/ampproject/amphtml/pull/36936,ampproject/amphtml,https://github.com/ampproject/amphtml,"support data-loading=""lazy|eager"" for lazy loading",14915,12,2021-11-19T19:51:38Z,flaky test
https://github.com/GoogleForCreators/web-stories-wp/pull/9722,GoogleForCreators/web-stories-wp,https://github.com/GoogleForCreators/web-stories-wp,Fix TextEdit Karma tests using shortcuts,795,1,2021-11-16T15:02:50Z,flaky test
https://github.com/ampproject/amphtml/pull/36945,ampproject/amphtml,https://github.com/ampproject/amphtml,🐛 fix jwplayer consent & add fixture,14915,3,2021-11-16T22:10:53Z,flaky test
https://github.com/WordPress/gutenberg/pull/36588,WordPress/gutenberg,https://github.com/WordPress/gutenberg,Tools Panel: Fix race conditions caused by conditionally displayed ToolsPanelItems,11602,6,2021-11-23T22:22:45Z,race condition
https://github.com/hotwired/turbo/pull/458,hotwired/turbo,https://github.com/hotwired/turbo,Do not render cache after preloaded response,7300,3,2021-11-22T12:10:03Z,race condition
https://github.com/ampproject/amphtml/pull/36958,ampproject/amphtml,https://github.com/ampproject/amphtml,✨ Register toggleTheme API action for dark mode support,14915,5,2021-12-09T19:17:50Z,flaky test
https://github.com/ampproject/amphtml/pull/36974,ampproject/amphtml,https://github.com/ampproject/amphtml,✅ [bento-sidebar] refactor e2e test to hopefully be less flaky,14915,1,2021-11-17T21:01:30Z,flaky test
https://github.com/box/box-ui-elements/pull/2754,box/box-ui-elements,https://github.com/box/box-ui-elements,test(screenshots): update screenshot tests,553,217,2021-11-18T17:23:09Z,flaky test
https://github.com/ampproject/amphtml/pull/37016,ampproject/amphtml,https://github.com/ampproject/amphtml,Support lazy loading for Vimeo and JW Player,14915,6,2021-11-23T17:49:35Z,flaky test
https://github.com/Synthetixio/synthetix/pull/1607,Synthetixio/synthetix,https://github.com/Synthetixio/synthetix,fix test lints,1290,7,2022-01-28T22:32:56Z,race condition
https://github.com/subscriptions-project/swg-js/pull/2020,subscriptions-project/swg-js,https://github.com/subscriptions-project/swg-js,Make skipAccountCreationScreen a config option,83,6,2021-11-29T17:22:55Z,race condition
https://github.com/acl-services/paprika/pull/1191,acl-services/paprika,https://github.com/acl-services/paprika,UXD-1874 fix paprika build translations,55,2,2021-11-30T21:45:52Z,race condition
https://github.com/facebook/create-react-app/pull/11686,facebook/create-react-app,https://github.com/facebook/create-react-app,[WIP] Fix integration test teardown / cleanup and missing yarn installation,103731,5,2021-12-01T16:58:53Z,race condition
https://github.com/huridocs/uwazi/pull/4057,huridocs/uwazi,https://github.com/huridocs/uwazi,new eslint rules && flaky test fix,300,46,2021-11-30T22:06:07Z,flaky test
https://github.com/WordPress/gutenberg/pull/37139,WordPress/gutenberg,https://github.com/WordPress/gutenberg,E2E Tests: Update Multi Entity Saving test to improve reliability,11602,7,2021-12-06T22:37:05Z,race condition
https://github.com/huridocs/uwazi/pull/4067,huridocs/uwazi,https://github.com/huridocs/uwazi,update prettier and applied on the project,300,288,2021-12-03T12:32:59Z,flaky test
https://github.com/sequelize/sequelize/pull/13735,sequelize/sequelize,https://github.com/sequelize/sequelize,test(integration): mark and fix flaky test,30353,5,2021-12-03T18:04:42Z,flaky test
https://github.com/zapier/zapier-platform/pull/463,zapier/zapier-platform,https://github.com/zapier/zapier-platform,disable flaky test,484,1,2021-12-03T07:27:13Z,flaky test
https://github.com/BrightspaceUI/core/pull/1918,BrightspaceUI/core,https://github.com/BrightspaceUI/core,Remove flaky test for already opened dropdown,77,1,2021-12-03T14:53:43Z,flaky test
https://github.com/ampproject/amphtml/pull/37127,ampproject/amphtml,https://github.com/ampproject/amphtml,✨ [Bento] Implement `bento-app-banner`,14915,35,2022-01-28T20:07:41Z,flaky test
https://github.com/ampproject/amphtml/pull/37131,ampproject/amphtml,https://github.com/ampproject/amphtml,♻️ Use single bazel workspace for validator,14915,120,2021-12-13T21:56:11Z,flaky test
https://github.com/HHS/Head-Start-TTADP/pull/673,HHS/Head-Start-TTADP,https://github.com/HHS/Head-Start-TTADP,Add state code scope,27,6,2021-12-09T15:54:05Z,race condition
https://github.com/PrismarineJS/bedrock-protocol/pull/164,PrismarineJS/bedrock-protocol,https://github.com/PrismarineJS/bedrock-protocol,Fix port collision caused by race condition in tests,411,2,2021-12-16T04:55:33Z,race condition
https://github.com/prebid/Prebid.js/pull/7851,prebid/Prebid.js,https://github.com/prebid/Prebid.js,Prebid core & currency module: fix race condition on slow fetch of currency conversion file,1542,6,2022-01-13T19:41:14Z,race condition
https://github.com/trezor/connect/pull/976,trezor/connect,https://github.com/trezor/connect,version 8.2.4,351,31,2021-12-13T14:55:09Z,race condition
https://github.com/trendscenter/coinstac/pull/1163,trendscenter/coinstac,https://github.com/trendscenter/coinstac,API: fix race condition between seed data and db drop,51,3,2021-12-14T20:02:26Z,race condition
https://github.com/vercel/next.js/pull/32376,vercel/next.js,https://github.com/vercel/next.js,test: add wait timeout between clicks for rsc link,138620,1,2021-12-10T20:13:57Z,flaky test
https://github.com/emberjs/ember-inspector/pull/1840,emberjs/ember-inspector,https://github.com/emberjs/ember-inspector,Disable more flaky tests,969,1,2021-12-13T15:55:02Z,flaky test
https://github.com/ampproject/amphtml/pull/37214,ampproject/amphtml,https://github.com/ampproject/amphtml,♻️ Fully pass typechecking in #experiments + references cleanup,14915,31,2021-12-16T20:20:39Z,flaky test
https://github.com/netlify/zip-it-and-ship-it/pull/904,netlify/zip-it-and-ship-it,https://github.com/netlify/zip-it-and-ship-it,chore: fix flaky tests on windows,316,2,2021-12-21T09:37:54Z,race condition | flaky test
https://github.com/vercel/next.js/pull/32706,vercel/next.js,https://github.com/vercel/next.js,Updates with-supertokens example: Fixes init race condition,138620,2,2021-12-21T16:33:16Z,race condition
https://github.com/ProjectEvergreen/greenwood/pull/832,ProjectEvergreen/greenwood,https://github.com/ProjectEvergreen/greenwood,Bug/issue 820 deeply relative ESM paths in node modules not working,128,6,2022-03-05T16:07:56Z,race condition
https://github.com/ampproject/amphtml/pull/37257,ampproject/amphtml,https://github.com/ampproject/amphtml,Sync for validator,14915,23,2021-12-21T23:24:35Z,flaky test
https://github.com/ampproject/amphtml/pull/37261,ampproject/amphtml,https://github.com/ampproject/amphtml,Add build test for wasm validator,14915,5,2023-04-12T22:29:26Z,flaky test
https://github.com/node-modules/agentkeepalive/pull/102,node-modules/agentkeepalive,https://github.com/node-modules/agentkeepalive,fix: change `freeSocketTimeout` default value to 4000,602,8,2021-12-31T04:26:37Z,race condition
https://github.com/google/eleventy-high-performance-blog/pull/121,google/eleventy-high-performance-blog,https://github.com/google/eleventy-high-performance-blog,Avoid issues with blurred images and transparency. Correctly handle PNG source images,4051,4,2022-01-03T15:11:15Z,race condition
https://github.com/MetaMask/metamask-extension/pull/13194,MetaMask/metamask-extension,https://github.com/MetaMask/metamask-extension,Prevent automatic rejection of confirmations,13100,7,2022-01-05T17:09:19Z,race condition
https://github.com/sveltejs/svelte/pull/7076,sveltejs/svelte,https://github.com/sveltejs/svelte,[chore] fix test flakiness,86160,6,2022-01-05T18:30:03Z,flaky test
https://github.com/gotdibbs/Dynamics-365-Toolkit/pull/64,gotdibbs/Dynamics-365-Toolkit,https://github.com/gotdibbs/Dynamics-365-Toolkit,Dependency Updates,25,76,2022-01-02T16:30:27Z,flaky test
https://github.com/Automattic/wp-calypso/pull/59903,Automattic/wp-calypso,https://github.com/Automattic/wp-calypso,Fix race conditions in localized SSR,12634,32,2022-01-13T09:06:44Z,race condition
https://github.com/LaserWeb/lw.comm-server/pull/100,LaserWeb/lw.comm-server,https://github.com/LaserWeb/lw.comm-server,Fix reset and connection errors; finish dependency updating,40,22,2022-01-12T11:14:35Z,race condition
https://github.com/YunzheZJU/holo-schedule/pull/117,YunzheZJU/holo-schedule,https://github.com/YunzheZJU/holo-schedule,Use a simple lock when saving store to local storage,58,3,2022-01-11T14:13:40Z,race condition
https://github.com/ampproject/amphtml/pull/37309,ampproject/amphtml,https://github.com/ampproject/amphtml,Extract AMPPreactBaseElement,14915,54,2022-01-20T18:47:13Z,flaky test
https://github.com/ampproject/amphtml/pull/37310,ampproject/amphtml,https://github.com/ampproject/amphtml,SwG Release 0.1.22.199,14915,3,2022-01-06T19:23:00Z,flaky test
https://github.com/kitspace/kitspace-v2/pull/234,kitspace/kitspace-v2,https://github.com/kitspace/kitspace-v2,Fix premature processing for gitea repos,25,15,2022-01-26T13:49:10Z,flaky test
https://github.com/ampproject/amphtml/pull/37333,ampproject/amphtml,https://github.com/ampproject/amphtml,✨ Bento amp-gist,14915,13,2022-02-14T18:25:34Z,flaky test
https://github.com/klaytn/caver-js/pull/571,klaytn/caver-js,https://github.com/klaytn/caver-js,Fixed race condition issue through copying a parameter,113,3,2022-01-14T02:48:31Z,race condition
https://github.com/sc-forks/solidity-coverage/pull/681,sc-forks/solidity-coverage,https://github.com/sc-forks/solidity-coverage,Fix hardhat_reset (#667) and add unit tests,1005,8,2022-01-17T14:25:56Z,race condition
https://github.com/ampproject/amphtml/pull/37410,ampproject/amphtml,https://github.com/ampproject/amphtml,🏗 Remove nightly promotion trigger from cut-nightly.yml workflow (undo #37328),14915,1,2022-01-18T21:28:23Z,race condition
https://github.com/WordPress/gutenberg/pull/37901,WordPress/gutenberg,https://github.com/WordPress/gutenberg,Fix flaky test by using waitForResponse to ensure the url details request completes,11602,1,2022-01-12T09:43:50Z,flaky test
https://github.com/ampproject/amphtml/pull/37386,ampproject/amphtml,https://github.com/ampproject/amphtml,✨🏗 Build and publish @bentoproject/core,14915,10,2022-02-08T15:19:56Z,flaky test
https://github.com/canada-ca/tracker/pull/3402,canada-ca/tracker,https://github.com/canada-ca/tracker,Skip flaky test,39,2,2022-01-14T21:02:53Z,flaky test
https://github.com/ampproject/amphtml/pull/37396,ampproject/amphtml,https://github.com/ampproject/amphtml,🏗 add storybook for react,14915,29,2022-01-21T16:41:28Z,flaky test
https://github.com/fastify/fastify/pull/3627,fastify/fastify,https://github.com/fastify/fastify,fix (test): `custom-parser.test.js` flaky test,35970,1,2022-01-17T13:07:51Z,flaky test
